onset	duration	trial	condition
5.611	4.805	1	2
15.37	4.806	2	1
25.634	4.806	3	1
36.114	4.805	4	2
46.674	4.805	5	1
56.836	4.805	6	2
67.349	4.805	7	1
77.586	4.806	8	2
88.532	4.806	9	2
98.754	4.805	10	1
120.806	4.806	11	2
130.785	4.805	12	1
141.36	4.805	13	1
151.978	4.806	14	2
162.383	4.805	15	1
172.549	4.805	16	2
182.766	4.806	17	1
192.613	4.806	18	2
203.322	4.806	19	2
213.599	4.806	20	1
236.384	4.807	21	1
246.548	4.805	22	2
257.526	4.805	23	1
268.367	4.805	24	1
278.516	4.805	25	2
289.07	4.805	26	2
299.257	4.805	27	1
309.132	4.806	28	2
319.359	4.805	29	1
330.176	4.806	30	2
352.244	4.805	31	1
362.138	4.805	32	2
372.222	4.805	33	1
382.245	4.806	34	1
392.53	4.806	35	2
402.557	4.805	36	2
412.796	4.805	37	1
423.377	4.805	38	2
433.37	4.805	39	1
443.054	4.806	40	2
465.495	4.805	41	2
475.992	4.805	42	1
486.288	4.806	43	2
496.429	4.805	44	2
506.55	4.805	45	1
516.803	4.806	46	2
527.458	4.806	47	1
537.983	4.805	48	2
548.022	4.805	49	1
558.47	4.806	50	1
580.773	4.806	51	2
590.905	4.806	52	1
601.197	4.805	53	2
611.186	4.806	54	2
621.05	4.806	55	1
630.908	4.806	56	2
640.8	4.805	57	1
650.13	4.806	58	2
660.44	4.805	59	1
670.801	4.805	60	1
693.24	4.805	61	1
703.321	4.806	62	2
713.534	4.805	63	2
723.994	4.806	64	2
734.346	4.806	65	1
744.053	4.806	66	2
754.433	4.805	67	1
764.318	4.805	68	1
774.241	4.805	69	2
784.472	4.806	70	1
806.467	4.805	71	1
817.003	4.805	72	2
826.406	4.806	73	2
836.286	4.806	74	2
847.076	4.805	75	1
857.633	4.806	76	2
867.107	4.806	77	1
877.303	4.806	78	1
887.548	4.805	79	2
897.689	4.805	80	1
920.081	4.805	81	1
930.41	4.806	82	1
940.123	4.806	83	2
950.486	4.806	84	1
960.93	4.805	85	2
971.404	4.805	86	1
981.965	4.805	87	2
992.338	4.806	88	2
1002.205	4.805	89	2
1012.722	4.805	90	1
1034.932	4.806	91	1
1044.783	4.806	92	1
1054.582	4.805	93	2
1065.151	4.805	94	1
1075.984	4.806	95	2
1085.872	4.805	96	1
1095.651	4.805	97	2
1106.082	4.805	98	2
1116.698	4.805	99	2
1127.182	4.805	100	1
