onset	duration	trial	condition
5.263	4.805	1	2
15.891	4.806	2	1
26.076	4.805	3	1
36.313	4.805	4	2
46.87	4.805	5	1
57.672	4.806	6	2
67.916	4.806	7	1
77.791	4.806	8	2
87.471	4.806	9	2
97.744	4.805	10	1
120.092	4.805	11	2
129.599	4.805	12	1
140.332	4.805	13	1
149.833	4.806	14	2
160.781	4.805	15	1
170.817	4.806	16	2
180.47	4.805	17	1
191.147	4.805	18	2
200.976	4.805	19	2
210.735	4.806	20	1
232.982	4.806	21	1
243.239	4.805	22	2
253.192	4.806	23	1
264.085	4.806	24	1
274.408	4.806	25	2
284.971	4.806	26	2
294.676	4.805	27	1
304.569	4.805	28	2
314.759	4.805	29	1
325.192	4.805	30	2
346.902	4.806	31	1
357.593	4.805	32	2
367.946	4.807	33	1
377.837	4.805	34	1
387.541	4.806	35	2
397.81	4.805	36	2
408.267	4.806	37	1
418.151	4.805	38	2
428.464	4.805	39	1
438.503	4.806	40	2
460.297	4.806	41	2
470.525	4.806	42	1
480.722	4.805	43	2
491.241	4.806	44	2
501.48	4.805	45	1
511.052	4.805	46	2
520.754	4.806	47	1
531.015	4.805	48	2
540.415	4.805	49	1
550.773	4.806	50	1
573.21	4.806	51	2
583.843	4.806	52	1
593.88	4.806	53	2
603.816	4.805	54	2
613.615	4.805	55	1
624.629	4.805	56	2
634.374	4.805	57	1
644.812	4.805	58	2
655.455	4.805	59	1
666.156	4.805	60	1
688.685	4.805	61	1
698.27	4.805	62	2
709.268	4.806	63	2
719.37	4.805	64	2
729.345	4.805	65	1
739.388	4.806	66	2
748.762	4.806	67	1
759.142	4.805	68	1
769.179	4.805	69	2
779.23	4.806	70	1
801.057	4.806	71	1
811.8	4.805	72	2
822.385	4.806	73	2
833.009	4.806	74	2
843.225	4.806	75	1
853.375	4.805	76	2
863.569	4.805	77	1
873.595	4.805	78	1
884.093	4.805	79	2
894.323	4.805	80	1
916.599	4.806	81	1
926.245	4.805	82	1
936.423	4.805	83	2
946.217	4.805	84	1
956.731	4.805	85	2
967.128	4.806	86	1
977.648	4.805	87	2
988.437	4.806	88	2
998.524	4.805	89	2
1008.915	4.805	90	1
1031.071	4.805	91	1
1040.859	4.805	92	1
1050.499	4.806	93	2
1061.152	4.806	94	1
1071.406	4.805	95	2
1081.403	4.806	96	1
1092.103	4.805	97	2
1102.282	4.805	98	2
1112.34	4.806	99	2
1122.158	4.805	100	1
