onset	duration	trial	condition
5.334	4.806	1	2
15.925	4.806	2	1
26.289	4.806	3	1
37.05	4.806	4	2
47.635	4.805	5	1
57.801	4.806	6	2
67.927	4.805	7	1
78.07	4.805	8	2
87.515	4.806	9	2
98.19	4.806	10	1
120.705	4.806	11	2
131.09	4.806	12	1
141.658	4.805	13	1
152.309	4.805	14	2
163.1	4.805	15	1
173.252	4.805	16	2
183.198	4.805	17	1
192.85	4.805	18	2
203.051	4.805	19	2
213.161	4.807	20	1
235.851	4.807	21	1
246.478	4.806	22	2
256.544	4.807	23	1
267.0	4.805	24	1
277.069	4.805	25	2
287.195	4.805	26	2
297.437	4.806	27	1
307.136	4.806	28	2
317.648	4.806	29	1
328.366	4.805	30	2
351.044	4.805	31	1
361.718	4.806	32	2
372.356	4.805	33	1
382.445	4.805	34	1
392.434	4.805	35	2
402.616	4.806	36	2
412.375	4.806	37	1
421.869	4.804	38	2
431.364	4.805	39	1
441.228	4.806	40	2
463.656	4.805	41	2
474.257	4.806	42	1
484.368	4.805	43	2
493.838	4.806	44	2
504.086	4.806	45	1
513.55	4.806	46	2
524.321	4.805	47	1
534.672	4.805	48	2
545.453	4.805	49	1
555.388	4.805	50	1
577.0	4.806	51	2
587.055	4.805	52	1
596.73	4.805	53	2
606.314	4.806	54	2
616.166	4.805	55	1
626.324	4.805	56	2
636.481	4.805	57	1
646.649	4.806	58	2
656.272	4.806	59	1
665.832	4.805	60	1
687.798	4.805	61	1
698.428	4.805	62	2
708.865	4.807	63	2
719.072	4.806	64	2
729.884	4.804	65	1
739.548	4.806	66	2
749.727	4.806	67	1
760.067	4.806	68	1
769.876	4.806	69	2
779.967	4.806	70	1
802.305	4.805	71	1
812.215	4.806	72	2
822.746	4.806	73	2
832.855	4.806	74	2
843.24	4.806	75	1
853.324	4.805	76	2
863.386	4.806	77	1
872.847	4.805	78	1
883.168	4.805	79	2
893.731	4.806	80	1
915.528	4.805	81	1
925.79	4.805	82	1
936.066	4.805	83	2
946.382	4.805	84	1
957.1	4.805	85	2
967.865	4.805	86	1
978.007	4.805	87	2
989.015	4.806	88	2
998.788	4.805	89	2
1008.585	4.805	90	1
1030.8	4.805	91	1
1040.971	4.806	92	1
1051.189	4.806	93	2
1061.613	4.806	94	1
1071.591	4.805	95	2
1081.718	4.806	96	1
1091.712	4.806	97	2
1101.652	4.806	98	2
1111.642	4.806	99	2
1121.508	4.806	100	1
