onset	duration	trial	condition
5.435	4.806	1	2
16.117	4.805	2	1
25.772	4.805	3	1
36.543	4.806	4	2
46.794	4.805	5	1
57.23	4.805	6	2
67.442	4.805	7	1
77.734	4.805	8	2
87.437	4.805	9	2
97.994	4.806	10	1
120.549	4.805	11	2
130.7	4.805	12	1
140.057	4.806	13	1
149.876	4.806	14	2
159.657	4.805	15	1
170.073	4.805	16	2
180.312	4.805	17	1
190.347	4.806	18	2
199.74	4.804	19	2
209.904	4.806	20	1
232.219	4.804	21	1
241.984	4.805	22	2
252.612	4.805	23	1
262.762	4.805	24	1
272.928	4.805	25	2
282.895	4.805	26	2
293.168	4.806	27	1
303.912	4.805	28	2
314.483	4.806	29	1
324.426	4.805	30	2
346.27	4.805	31	1
356.658	4.806	32	2
366.798	4.805	33	1
376.979	4.805	34	1
387.41	4.805	35	2
397.469	4.805	36	2
407.94	4.805	37	1
418.228	4.806	38	2
428.165	4.806	39	1
437.725	4.805	40	2
459.611	4.806	41	2
469.781	4.805	42	1
480.382	4.806	43	2
490.276	4.805	44	2
500.386	4.805	45	1
510.066	4.805	46	2
520.727	4.805	47	1
531.69	4.804	48	2
541.479	4.806	49	1
551.625	4.805	50	1
574.346	4.804	51	2
584.489	4.806	52	1
594.453	4.805	53	2
604.593	4.806	54	2
614.777	4.805	55	1
624.507	4.805	56	2
634.667	4.805	57	1
644.633	4.805	58	2
655.023	4.806	59	1
665.334	4.805	60	1
687.335	4.805	61	1
697.632	4.805	62	2
708.101	4.806	63	2
718.158	4.805	64	2
728.635	4.806	65	1
739.407	4.807	66	2
750.149	4.805	67	1
760.165	4.805	68	1
770.243	4.806	69	2
780.019	4.805	70	1
802.581	4.805	71	1
812.763	4.806	72	2
823.241	4.806	73	2
832.93	4.806	74	2
843.208	4.806	75	1
853.959	4.805	76	2
863.814	4.805	77	1
873.634	4.806	78	1
883.562	4.806	79	2
893.482	4.805	80	1
915.917	4.805	81	1
926.012	4.806	82	1
936.923	4.806	83	2
947.356	4.805	84	1
957.916	4.806	85	2
968.035	4.806	86	1
978.134	4.807	87	2
988.491	4.806	88	2
998.804	4.805	89	2
1008.518	4.806	90	1
1030.726	4.805	91	1
1040.741	4.806	92	1
1051.116	4.805	93	2
1060.763	4.805	94	1
1071.06	4.806	95	2
1080.993	4.806	96	1
1091.27	4.805	97	2
1101.372	4.805	98	2
1111.919	4.805	99	2
1121.787	4.805	100	1
